transcript,VHmode,Hmode,Nmode,Lmode
AT1G09230.1,412;426;553;1345;1422;1460,155;179;805;1190;1318;1446,175;194;250;567;591;706;752;779;783;874;912;1451,158;176;197;218;228;289;303;308;501;798;819;883;1287;1324;1521
AT1G09230.3,412;426;553;1345,155;179;805;1190;1318,175;194;250;567;591;706;752;779;783;874;912,158;176;197;218;228;289;303;308;501;798;819;883;1287;1324
AT1G09240.1,1249,1062,121;149;484;504;685;706;792;837;880;1057;1091;1357,130;697;801;1126
AT1G09245.1,NA,328,135;239;284,344
AT1G09250.1,29;156;196;448;454;619;686,189;429;466;616;640;808;996;999,55;430;445;614;739;751;787;836;854;918;937;973;1058,42;637;691;805;928;982
AT1G09260.1,NA,112,76;82,376
AT1G09270.1,254;575;603;612;672;725;729;1044;1371;1432;1680;1714,99;147;188;206;232;249;363;537;606;665;738;753;798;816;941;990;1032;1174;1287;1297;1299;1338;1530;1653;2104,201;250;268;367;739;760;799;985;1012;1070;1245;1365;1495;1603;1711;1737;1916,182;189;199;228;296;344;506;630;772;800;867;944;1126;1263;1362;1398;1406;1534;1706;1753;1838;1875;1908
AT1G09270.2,254;575;603;612;672;725;729;1044;1371;1432;1680;1714,99;147;188;206;232;249;363;537;606;665;738;753;798;816;941;990;1032;1174;1287;1297;1299;1338;1530;1653;2023,201;250;268;367;739;760;799;985;1012;1070;1245;1365;1495;1603;1711;1737;1835,182;189;199;228;296;344;506;630;772;800;867;944;1126;1263;1362;1398;1406;1534;1706;1753;1827
AT1G09270.3,171;488;516;525;585;638;642;957;1284;1345;1593;1627,16;64;105;123;149;166;280;450;519;578;651;666;711;729;854;903;945;1087;1200;1210;1212;1251;1443;1566;2017,118;167;185;284;652;673;712;898;925;983;1158;1278;1408;1516;1624;1650;1829,99;106;116;145;213;261;419;543;685;713;780;857;1039;1176;1275;1311;1319;1447;1619;1666;1751;1788;1821
AT1G09280.1,143;736;952;1499,117;130;289;372;519;609;683;783;810;844;931;1163;1169;1199;1227;1393;1510;1533;1542;1562;1568;1740;1859,265;275;420;540;627;1398;1404;1482;1545;1548;1628;1789,43;164;271;527;663;955;1144;1187;1228;1350;1479;1536;1609;1762
AT1G09290.1,395;622;787,156;527;766;880;883;1086;1101;1107;1307,14;52;133;385;439;607;613;796;854;983;1318,55;432;687;849;1134;1321
AT1G09300.2,1011;1660,29;71;267;330;696;1153;1249;1300;1330;1453;1711;1796;1891;2011,22;85;103;502;764;874;897;960;978;1101;1187;1250;1331;1356;1497;1502;1797;1861;1887,57;336;514;576;877;996;1311;1344;1372;1589;1646;1911;1999
AT1G09300.1,664;1313,62;349;806;902;953;983;1106;1364;1449;1544;1664,234;417;527;550;613;631;754;840;903;984;1009;1150;1155;1450;1514;1540,68;246;308;530;649;964;997;1025;1242;1299;1564;1652
AT1G09310.1,95;234;687;714,63;129;228;371;459;670;696;732,213;460;492;735,357;487;588;627;657;673;688
AT1G09320.1,225;851;1182;1188;1539;1739,220;451;703;929;1091;1214;1219;2037,189;259;305;347;356;499;638;779;1020;1125;1152;1220;1224;1227;1283;1311;1412;1497;1674,268;349;554;595;640;869;888;1023;1132;1170
AT1G09330.1,110;554;941,85;438;769;950,111;129;378;447;583;645;684;792,86;200;273;358;408;647;671;705;805
AT1G09330.2,110;554;842;1515,85;438;803;1273;1343;1524,111;129;378;447;583;645;684;880;906;1119;1252;1276;1366,86;200;273;358;408;647;671;786;1182;1279;1379
AT1G09340.2,82;241;997;1131;1264;1513,21;89;633;706;962;986;1127;1143;1333;1444;1461;1657;1852;1899,48;57;124;314;804;917;1041;1111;1133;1150;1328;1393;1445;1462;1546;1581;1637;1739;1845,144;152;316;490;926;955;1186;1353;1361;1373;1438;1455;1582;1635;1688;1891;1895;1914
AT1G09340.1,78;237;657;791;924;1173,17;85;366;622;646;787;803;993;1104;1121;1317;1512;1559;1678;1682;1812,44;53;120;310;464;577;701;771;793;810;988;1053;1105;1122;1206;1241;1297;1399;1505,140;148;312;586;615;846;1013;1021;1033;1098;1115;1242;1295;1348;1551;1555;1574;1766
AT1G09350.1,61;364;1270,254;356;453;588;745;961;1041;1098;1250;1278,139;279;323;324;418;422;436;447;515;642;680;687;711;732;740;757;792;947;989;1013;1019;1393,26;246;282;299;330;401;594;788;1014;1150;1440
AT1G09350.2,778,96;253;469;549;606;758;786,150;188;195;219;240;248;265;300;455;497;521;527;901,61;102;296;522;658;948
AT1G09360.1,411,521,61;155;200;250;255;266;439;499,48;71
AT1G09370.1,NA,245;298,53;114;291;422,130;284;344
AT1G09380.1,290;613;698;1042,167;232;259;313;322;640;661;724;820;1009;1120;1148;1190;1481,281;472;764;786;802;919;1047;1115;1312;1520,29;273;284;286;323;475;504;596;605;621;642;656;662;725;821;823;997;998;1162;1389
AT1G09390.1,304;1120;1325,298;344;692;1011;1018;1033;1133;1140;1184;1226;1328,63;128;143;223;305;361;381;767;923;990;1100;1199;1220,359;383;392;437;449;453;547;735;882;939;1005;1127;1207;1322
AT1G09400.1,737;829;915,90;210;292;295;317;592;747;921,81;159;224;255;530;708;794;883,83;187;225;263;311;319;498;528;589;639;655;659;709;795;882;904;910;949
AT1G09400.2,342;1172;1264;1350,450;570;727;730;752;1027;1182;1356,91;441;519;659;690;965;1143;1229;1318,98;443;547;660;698;746;754;933;963;1024;1074;1090;1094;1144;1230;1317;1339;1345;1384
AT1G09410.1,319;429;509;615;686;772;788;1183;1400;1506;1572;1602;2229,136;210;387;866;987;1484;1488;1493;1653;1698;1826;1878;1879;2205;2235,26;336;384;570;663;872;941;1016;1231;1380;1478;1592;1762;1787;1921,150;158;217;243;477;564;673;708;756;801;1213;1290;1637;1638;1647;1731;1767;1780;1957;1968;2131
AT1G09415.1,26;315,154;249;296;372;378;436,166,459
AT1G09420.1,335;770;1951;1972,151;266;469;559;586;647;934;971;1394;1523;1624;1660;1799;1920;1936,257;597;622;824;961;976;1250;1529;1569;1837;1843;1926,145;148;278;330;408;503;587;601;644;919;1462;1525;1742;1805;1933;1952;1956
AT1G09420.2,53;389;824;2035;2056,205;320;523;613;640;701;988;1025;1478;1607;1708;1744;1883;2004;2020,311;651;676;878;1015;1030;1304;1613;1653;1921;1927;2010,199;202;332;384;462;557;641;655;698;973;1546;1609;1826;1889;2017;2036;2040
AT1G09430.1,86;144;550;1130;1159;1356;1365,191;287;335;337;574;949;969;1031;1126;1182,120;409;411;464;676;693;835;960;981;1059;1274;1296;1471;1476,282;365;418;515;1185;1211;1308;1322
AT1G09440.1,507;693;714;861;1510,197;214;563;769;926;992;1013;1375;1581,202;619;773;916;1033;1101;1157;1282;1388;1474;1481;1519,372;492;708;903;959;1149;1195;1224;1277;1528;1839
AT1G09440.2,928;1114;1135;1282;1931,618;635;984;1190;1347;1413;1434;1796;2002,461;623;1040;1194;1337;1454;1522;1578;1703;1809;1895;1902;1940,793;913;1129;1324;1380;1570;1616;1645;1698;1949
AT1G09450.1,107;1002;1330;1680;1851,232;249;286;291;366;369;370;718;1011;1233;1371;1438,154;272;510;569;765;911;1119;1378;1392;1402;1407;1436;1444;1450;1606;1733;2014,126;511;737;768;1051;1083;1251;1322;1398;1445;1448;1637;1696;1708;1888
AT1G09460.1,707;710;974;1162,208;343;605;622;658;702;806;892;1054;1066;1278;1329,541;634;674;680;983;1386,85;568;611;627;682;811;839;967;1393
AT1G09470.1,44;179;199;205;242;407,235;362;401;476;547;620;658;719;838;932;952;959;1011;1072,161;501;523;616;853,130;138;185;287;313;386;493;526;550;577;638;770;788;919
AT1G09470.2,309;444;464;470;507;672,29;500;627;666;741;812;885;923;984;1100;1194;1214;1221;1273;1334,161;170;172;426;766;788;881;1115,395;403;450;552;578;651;758;791;815;842;903;1035;1067;1181
AT1G09470.3,335;470;490;496;533;698,29;526;653;692;767;838;911;949;1010;1126;1220;1240;1247;1299;1360,161;170;172;452;792;814;907;1141,421;429;476;578;604;677;784;817;841;868;929;1061;1093;1207
AT1G09480.1,150;563;662;882,17;228;242;530;650;937;943,264;579;609;617;1191,131;147;179;302;461;533;763;825;866
AT1G09480.2,150;563;662;882,16;228;242;530;650;937;943,264;579;609;617;1191,131;147;179;302;461;533;763;825;866
AT1G09483.1,NA,90;184;214;266;327,31;105,22;171
AT1G09490.1,657;977,106;245;323;625;745,126;229;268;359;674;704;712;757;762,23;123;269;274;281;392;397;628;658;858;920;952;961;1038
AT1G09490.2,1072;1392,106;245;323;418;568;1040;1160,126;229;268;459;774;1089;1119;1127;1172;1177,23;123;269;274;281;807;812;1043;1073;1273;1335;1367;1376;1453
AT1G09500.1,881,224;296;529;666;680;785;856,142;371;561;649;714;726;760;1236,169;175;298;562;607;621;661;708;709;721;824;1152
AT1G09500.2,1268,199;683;916;1053;1067;1172;1243,117;457;758;948;1036;1101;1113;1147;1623,144;150;685;949;994;1008;1048;1095;1096;1108;1211;1539
AT1G09500.3,802,145;217;450;587;601;706;777,63;292;482;570;635;647;681,90;96;219;483;528;542;582;629;630;642;745
AT1G09510.1,586;690,44;48;126;140;428;565,347;460;548;560;613;715;867,77;141;195;200;359;461
AT1G09520.1,613,103;553;582,70;100;131;137;145;146;223;331;335;527;569;574;781;793,67;97;305;332;422;528;565;601;688;763;873
AT1G09530.1,34;137;1673;1701;1873;2243,41;512;801;847;1203;1276;1407;1481;1484;1623;1683;1686;1732;1791;1815;1958;2196,168;443;475;619;640;672;785;974;1134;1222;1278;1297;1549;1647;1747;1879,133;140;306;561;600;924;1386;1422;1644;1748;1775;1799;2102;2220
AT1G09530.3,34;137;2097;2125;2297;2667,41;751;936;1225;1271;1627;1700;1831;1905;1908;2047;2107;2110;2156;2215;2239;2382;2620,168;699;765;867;899;1043;1064;1096;1209;1398;1558;1646;1702;1721;1973;2071;2171;2303,133;140;306;985;1024;1348;1810;1846;2068;2172;2199;2223;2526;2644
AT1G09530.2,34;137;1733;1761;1933;2303,41;572;861;907;1263;1336;1467;1541;1544;1683;1743;1746;1792;1851;1875;2018;2256,168;503;535;679;700;732;845;1034;1194;1282;1338;1357;1609;1707;1807;1939,133;140;306;621;660;984;1446;1482;1704;1808;1835;1859;2162;2280
AT1G09530.6,110;1646;1674;1846,485;774;820;1176;1249;1380;1454;1457;1596;1656;1659;1705;1764;1788;1931,141;416;448;592;613;645;758;947;1107;1195;1251;1270;1522;1620;1720;1852,106;113;279;534;573;897;1359;1395;1617;1721;1748;1772;2075
AT1G09530.4,110;2070;2098;2270,724;909;1198;1244;1600;1673;1804;1878;1881;2020;2080;2083;2129;2188;2212;2355,141;672;738;840;872;1016;1037;1069;1182;1371;1531;1619;1675;1694;1946;2044;2144;2276,106;113;279;958;997;1321;1783;1819;2041;2145;2172;2196;2499
AT1G09530.5,110;1706;1734;1906,545;834;880;1236;1309;1440;1514;1517;1656;1716;1719;1765;1824;1848;1991,141;476;508;652;673;705;818;1007;1167;1255;1311;1330;1582;1680;1780;1912,106;113;279;594;633;957;1419;1455;1677;1781;1808;1832;2135
AT1G09540.1,278;592;1036;1261;1447,186;331;518;679;743;975,266;337;340;346;371;438;803;865;1243;1255;1308;1345;1349;1506,521;857;858;859;952;978;1263;1481
AT1G09550.1,237;297;320;528;606;973;1116;1128;1167;1171;1338,330;531;615;770;929;980;1006,6;280;411;1176;1194,116;255;260;278;291;514;625;724
AT1G09560.1,564,18,257;491;845,384;476;514;623;709;800;1112;1124
AT1G09570.1,467;534;565;716;839;1311;1461;1479;2023;2173;2751;2791;2802;2941;3218,328;346;461;517;664;689;732;800;1009;1034;1052;1060;1204;1211;1328;1402;1622;1666;1699;2055;2085;2159;2206;2284;2584;2743;2891;3094;3096;3260;3376;3730;3748;3865;3904;3997;4073,62;143;477;635;657;696;723;739;1160;1165;1344;1573;1712;2158;2209;2347;2601;2663;2721;2797;3005;3048;3315;3462;3463;3468;3560;3667;3668;3704;3714;3816;4323,718;796;841;980;1270;1391;1467;1541;1581;2003;2062;2183;2314;2368;2390;2530;2574;2670;2909;3277;3474;3767;3810;3812;3859;3947;3954;4024;4069
AT1G09570.4,213;336;808;958;976;1520;1670;2248;2288;2299;2438;2715,44;145;186;229;297;506;531;549;557;701;708;825;899;1119;1163;1196;1552;1582;1656;1703;1781;2081;2240;2388;2591;2593;2757;2873;3227;3245;3362;3401;3494;3570,193;220;236;657;662;841;1070;1209;1655;1706;1844;2098;2160;2218;2294;2502;2545;2812;2959;2960;2965;3057;3164;3165;3201;3211;3313;3820,215;293;338;477;767;888;964;1038;1078;1500;1559;1680;1811;1865;1887;2027;2071;2167;2406;2774;2971;3264;3307;3309;3356;3444;3451;3521;3566
AT1G09570.3,451;574;1046;1196;1214;1758;1908;2486;2526;2537;2676;2953,44;145;424;467;535;744;769;787;795;939;946;1063;1137;1357;1401;1434;1790;1820;1894;1941;2019;2319;2478;2626;2829;2831;2995;3111;3465;3483;3600;3639;3732;3808,431;458;474;895;900;1079;1308;1447;1893;1944;2082;2336;2398;2456;2532;2740;2783;3050;3197;3198;3203;3295;3402;3403;3439;3449;3551;4058,453;531;576;715;1005;1126;1202;1276;1316;1738;1797;1918;2049;2103;2125;2265;2309;2405;2644;3012;3209;3502;3545;3547;3594;3682;3689;3759;3804
AT1G09570.5,343;410;441;972;1095;1567;1717;1735;2279;2429;3007;3047;3058;3197;3474,204;222;337;393;540;785;909;945;988;1056;1265;1290;1308;1316;1460;1467;1584;1658;1878;1922;1955;2311;2341;2415;2462;2540;2840;2999;3147;3350;3352;3516;3632;3986;4004;4121;4160;4253;4329,19;353;511;533;562;642;952;979;995;1416;1421;1600;1829;1968;2414;2465;2603;2857;2919;2977;3053;3261;3304;3571;3718;3719;3724;3816;3923;3924;3960;3970;4072;4579,635;974;1052;1097;1236;1526;1647;1723;1797;1837;2259;2318;2439;2570;2624;2646;2786;2830;2926;3165;3533;3730;4023;4066;4068;4115;4203;4210;4280;4325
AT1G09570.6,467;534;565;926;1049;1521;1671;1689;2233;2383;2961;3001;3012;3151;3428,328;346;461;517;664;899;942;1010;1219;1244;1262;1270;1414;1421;1538;1612;1832;1876;1909;2265;2295;2369;2416;2494;2794;2953;3101;3304;3306;3470;3586;3940;3958;4075;4114;4207;4283,62;143;477;635;657;686;766;906;933;949;1370;1375;1554;1783;1922;2368;2419;2557;2811;2873;2931;3007;3215;3258;3525;3672;3673;3678;3770;3877;3878;3914;3924;4026;4533,759;928;1006;1051;1190;1480;1601;1677;1751;1791;2213;2272;2393;2524;2578;2600;2740;2784;2880;3119;3487;3684;3977;4020;4022;4069;4157;4164;4234;4279
AT1G09570.2,72;103;254;377;758;908;926;1470;1620;2198;2238;2249;2388;2665,55;202;227;270;338;456;481;499;507;651;658;775;849;1069;1113;1146;1502;1532;1606;1653;1731;2031;2190;2338;2541;2543;2707;2823;3177;3195;3312;3351;3444;3520,15;173;195;234;261;277;607;612;791;1020;1159;1605;1656;1794;2048;2110;2168;2244;2452;2495;2762;2909;2910;2915;3007;3114;3115;3151;3161;3263,256;334;379;427;717;838;914;988;1028;1450;1509;1630;1761;1815;1837;1977;2021;2117;2356;2724;2921;3214;3257;3259;3306;3394;3401;3471;3516
AT1G09575.1,508;1572;1728;1787,85;369;376;417;502;525;1047;1214;1220,78;129;568;680;900;1062;1462;1574;1622;1626;1761;1767,412;463;676;748;761;838;973;1097;1193;1212;1722;1729
AT1G09575.2,244,37;105;112;153;238;261;783;950;956,304;416;636;798;1198,148;199;412;484;497;574;709;833;929;948
AT1G09580.1,491;630,101;254;262;402;569;607;692;722,113;206;329;438;464;479;594;632;680;715,203;246;312;355;433;471;537;545;557;615;713
AT1G09590.1,173;671,190;214;234;428;532,102;195;229;280;293;465;487;488;501,208;290;471;535;585;605;625
AT1G09600.1,727;1050;1506;1591;1768;2136;2151;2276;2768;2821;2860,691;752;1065;1122;1134;1168;1200;1232;1239;1267;1344;1370;2079;2226;2431;2600;2714,120;242;895;1028;1142;1260;1262;1268;1304;1471;1561;1825;1940;1986;2279;2463;2605;2613;2727;2793;2795,644;676;683;697;710;711;747;902;1025;1261;1562;1585;1770;1824;2222;2270;2433;2465;2485;2523;2715
AT1G09610.1,751,102;362;401;440;709;765;873;879,340;347;422;441;445;469;576;695;739;758;803;832;1172,250;492;504;566;658;659;712;851;1043;1159
AT1G09620.1,150;738;818;1009;1772;1869;2671;3104;3260;3674,96;134;201;332;380;1026;1043;1318;1536;1542;1660;1665;1829;1856;2126;2229;2243;2373;2601;2800;2804;2960;2968;3169;3174;3195;3263;3370;3443,57;89;226;390;441;541;617;720;764;892;921;1061;1071;1193;1215;1235;1362;1691;1707;1728;1759;1834;1852;1959;1996;2011;2074;2246;2499;2634;2664;2796;2919;3069;3187;3250;3373;3450;3479;3509,171;270;609;862;992;1044;1101;1119;1146;1216;1656;1692;1782;2254;2379;2504;2931;2949
AT1G09625.1,194,,,15;38;56;177
AT1G09630.1,109;455;832,249;316;445;450;507;556;720;738;959,62;262;304;423;498;619;645;688;711;756;849;903,257;298;313;447;670;675;705
AT1G09640.1,669;725;1061;1135;1603,320;365;1028;1034;1419;1486;1532;1609;1799;1806,314;356;377;601;657;692;1019;1191;1305;1310;1349;1381;1438;1451;1542;1785;1930,704;819;890;1164;1185;1393;1394;1431;1511;1544;1706
AT1G09640.2,441;497;928,92;137;744;811;857;934,86;128;149;373;429;464;706;763;776;867,476;591;662;718;719;756;836;869;1031
AT1G09645.1,385;458;674,70;269;342;574;823,266;420;426,173;798
AT1G09650.1,93;1514;2045,421;907;1265;1302;1331;1701;1897,234;274;1118;1268;1373;1394,231;363;394;854;883;1289;1696
AT1G09660.1,80;737;1161,128;244;258;496;567;625;638;800;894;932;1020;1146,183;246;491;639;644;738;781;848;849;856;973;1001,259;451;568;731;740;767;895;978;1017;1167;1196;1250
AT1G09660.2,80;737;1232,128;244;258;496;567;625;638;800;894;932;1091;1217,183;246;491;639;644;738;781;848;849;856;1072,259;451;568;731;740;767;895;1044;1049;1088;1238;1267;1321
AT1G09660.3,80;811;1235,128;318;332;570;641;699;712;874;968;1006;1094;1220,183;320;565;713;718;812;855;922;923;930;1047;1075,333;525;642;805;814;841;969;1052;1091;1241;1270;1324
AT1G09665.1,404;528,281;428;458;540,148;330;338;500,135;136;193;257;272;324;325;543;564
AT1G09680.1,747;808;1225;1592,159;641;667;673;714;935;1239;1242;1283;1585;1649,493;629;1032;1039;1213;1482;1781;1898;2031,17;18;156;380;420;593;708;916;1172;1277;1347;1782;1809;1887;2026
AT1G09690.1,43;106;280;743,286;306;497;604,219;262;276;301;365;537;559;573,223;243;267;362;500;607;657;677;697
AT1G09700.1,296;441;661;678;867;1035;1119;1203;1287;1371;1455;1751,355;531;714;819;858;1441;1476;1613,97;444;459;1056;1140;1224;1308;1392;1752,158;460;497;712;822;1021;1038;1105;1122;1189;1206;1273;1290;1357;1374;1458
AT1G09700.2,296;441;661;678;867;1035,355;531;714;819;858;1056;1193,97;444;459,158;460;497;712;822;1021;1038
AT1G09710.3,140;234;943;1255;1761;2083,327;328;486;613;691;938;1006;1055;1273;1398;1706;1792;1838;1848;1852;2089,210;367;419;504;545;637;903;962;1008;1189;1367;1525;1582;1752;1839;1861;1981;2090;2094;2142,40;253;384;427;480;557;577;851;856;861;886;996;1107;1119;1183;1251;1276;1354;1663;1906;2054;2074;2194
AT1G09710.1,140;234;848;1160;1666;1988,391;518;596;843;911;960;1178;1303;1611;1697;1743;1753;1757;1994,210;272;324;409;450;542;808;867;913;1094;1272;1430;1487;1657;1744;1766;1886;1995;1999;2047,40;289;332;385;462;482;756;761;766;791;901;1012;1024;1088;1156;1181;1259;1568;1811;1959;1979;2099
AT1G09710.2,134;228;842;1274;1780;2102,385;512;590;837;905;954;1053;1292;1417;1725;1811;1857;1867;1871;2108,204;266;318;403;444;536;802;861;907;1103;1124;1208;1386;1544;1601;1771;1858;1880;2000;2109;2113,34;283;326;379;456;476;750;755;760;785;895;1006;1018;1202;1270;1295;1373;1682;1925;2073;2093
AT1G09710.4,134;224;838;1150;1656;1978,381;508;586;833;901;950;1168;1293;1601;1687;1733;1743;1747;1984,200;262;314;399;440;532;798;857;903;1084;1262;1420;1477;1647;1734;1756;1876;1985;1989;2037,34;279;322;375;452;472;746;751;756;781;891;1002;1014;1078;1146;1171;1249;1558;1801;1949;1969;2089
AT1G09710.5,658;970;1476;1798,42;43;201;328;406;653;721;770;988;1113;1421;1507;1553;1563;1567;1804,82;134;219;260;352;618;677;723;904;1082;1240;1297;1467;1554;1576;1696;1805;1809;1857,99;142;195;272;292;566;571;576;601;711;822;834;898;966;991;1069;1378;1621;1769;1789;1909
AT1G09720.1,164;548;755;1568;1597;1617;2190,14;44;76;187;746;1151;1436;1454;1473;1739;1824;1859;1962;1986;2144;2219;2272;2411;2484;2501;2570,17;147;582;589;740;748;806;830;1079;1122;1176;1357;1371;1492;1725;1735;1782;1825;2035;2056;2183;2255;2260;2372;2446;2480;2510;2567;2586,7;45;481;808;828;1013;1146;1210;1295;1302;1455;1562;1590;1750;1756;1854;1855;1929;1940;1982;2051;2414;2495;2606;2614;2615
AT1G09730.2,146;663;1759;1807;2021;2145;2405;2466;2977;3252,230;545;748;969;1217;1236;1451;1673;1749;1788;1879;2080;2190;2260;2548;2835;2878;2917;2923;2940;2945;3246,32;120;210;359;428;494;658;1131;1171;1547;1574;1602;1754;1902;1927;2413;2421;2456;2815;2902;2918;3247;3248,26;28;540;905;1151;1245;1384;1385;1587;1692;1817;2429;2504;2700;2879;3010
AT1G09730.1,122;639;1831;1879;2093;2217;2477;2538;3049;3324,206;521;724;1041;1289;1308;1523;1745;1821;1860;1951;2152;2262;2332;2620;2907;2950;2989;2995;3012;3017;3318,8;96;186;335;404;470;634;1203;1243;1619;1646;1674;1826;1974;1999;2485;2493;2528;2887;2974;2990;3319;3320,516;977;1223;1317;1456;1457;1659;1764;1889;2501;2576;2772;2951;3082
AT1G09740.1,176;189;545;934;972,218;306;391;537,8;12;52;318;552;813;902;966;968,6;156;206;300;302;539;540;677;794;965
AT1G09740.2,226;239;595,49;268;356;441;587,102;368;602;863;952,206;256;350;352;589;590;727;844
AT1G09750.1,604;1091;1239,292;706;736;743;745;749;1125;1164;1237;1266;1277;1398;1475;1533,45;243;442;544;685;722;728;737;1006;1008;1009;1245;1267;1509,288;373;428;445;750;848;1166;1274;1467;1477
AT1G09760.1,153;709;1057;1066,387;676;685;991,106;205;215;475;544;556;589;690;760;774;788;808;879;912,51;197;522;615;678;1074
AT1G09770.1,748;765;826;1112;1157;1206;1572;1723;1735;2302;2317;2356;2383;2398;2445,143;262;327;667;711;1620;1759;1825;1923;1993;2068;2118;2228;2394;2458;2551;2566;2599;2675;3121;3160;3177,358;517;602;646;652;703;828;958;981;1146;1183;1276;1288;1454;1504;1538;1544;1588;1615;1935;1941;2221;2230;2234;2371;2593;2744;2939,8;30;113;166;264;359;514;596;631;829;832;922;1048;1228;1317;1432;1747;1862;1900;2343;2512;3011;3151
AT1G09780.1,969;1199;1338;1697;1823,433;517;996;1159;1360;1376;1449;1533;1564;1909,117;276;402;582;725;860;937;1444;1540;1592;1656;1691;1692;1743;1902,137;291;323;378;506;745;867;909;990;1082;1428;1531
AT1G09790.2,470;816,34;207;416;445;456;598;781;1055;1362;1430,337;395;396;407;422;465;676;919;925;1654,412;462;589;590;622;782;807;922;928;1236
AT1G09790.1,304;650,8;250;279;290;432;615;889;1196;1264,98;171;229;230;241;256;299;510;753;759,246;296;423;424;456;616;641;756;762;1070
